,data,local,tipo_leito,total,ocupados,percentual_ocupados
496,0/06/2020,Interior,U intermediária,14,2,14%
497,0/06/2020,Leitos Clínicos,Leitos Clínicos,915,426,47%
498,0/06/2020,Maceió,Leitos Clínicos,580,245,42%
499,0/06/2020,Interior,Leitos Clínicos,335,181,54%
500,0/06/2020,TOTAL,TOTAL,1218,657,54%
501,0/06/2020,,,,,
502,"0/05/2020,",Estado,UTI,145,101,70%
503,"0/05/2020,",Maceió,UTI,105,75,71%
504,"0/05/2020,",Interior,UTI,40,26,65%
505,"0/05/2020,",Estado,U intermediária,31,14,45%
506,"0/05/2020,",Maceió,U intermediária,17,13,76%
507,"0/05/2020,",Interior,U intermediária,14,1,7%
508,"0/05/2020,",Leitos Clínicos,Leitos Clínicos,319,178,56%
509,"0/05/2020,",Maceió,Maceió,204,139,68%
510,0/12/2020,Estado,UTI,174,84,48%
511,0/12/2020,Maceió,UTI,100,54,54%
512,0/12/2020,Interior,UTI,74,30,41%
513,0/12/2020,Estado,U intermediária,33,11,33%
514,0/12/2020,Maceió,U intermediária,19,11,58%
515,0/12/2020,Interior,U intermediária,14,0,0%
516,0/12/2020,Estado,Resumo Leitos c/ Respirador,207,95,46%
517,0/12/2020,Maceió,Resumo Leitos c/ Respirador,119,65,55%
518,0/12/2020,Interior,Resumo Leitos c/ Respirador,88,30,34%
519,0/12/2020,Estado,Leitos Clínicos,394,117,30%
520,0/12/2020,Maceió,Leitos Clínicos,155,73,47%
521,0/12/2020,Interior,Leitos Clínicos,239,44,18%
522,Unnamed: 0,Estado,UTI,126,52,41%
523,Unnamed: 0,U intermediária,UTI,31,8,26%
524,Unnamed: 0,Leitos Clínicos,UTI,219,77,35%
525,Unnamed: 0,Estado,UTI,130,53,41%
526,Unnamed: 0,U intermediária,UTI,31,8,26%
527,Unnamed: 0,Leitos Clínicos,UTI,239,91,38%
528,10/06/2020,Estado,UTI,219,173,79%
529,10/06/2020,Maceió,UTI,154,122,79%
530,10/06/2020,Interior,UTI,65,51,78%
531,10/06/2020,Estado,U intermediária,31,6,19%
532,10/06/2020,Maceió,U intermediária,17,4,24%
533,10/06/2020,Interior,U intermediária,14,2,14%
534,10/06/2020,Estado,Leitos Clínicos,830,493,59%
535,10/06/2020,Maceió,Leitos Clínicos,580,312,54%
536,10/06/2020,Interior,Leitos Clínicos,250,181,72%
537,21/12/2020,Estado,UTI,174,87,50%
538,21/12/2020,Maceió,UTI,100,57,57%
539,21/12/2020,Interior,UTI,74,30,41%
540,21/12/2020,Estado,U intermediária,33,9,27%
541,21/12/2020,Maceió,U intermediária,19,8,42%
542,21/12/2020,Interior,U intermediária,14,1,7%
543,21/12/2020,Estado,Resumo Leitos c/ Respirador,207,96,46%
544,21/12/2020,Maceió,Resumo Leitos c/ Respirador,119,65,55%
545,21/12/2020,Interior,Resumo Leitos c/ Respirador,88,31,35%
546,21/12/2020,Estado,Leitos Clínicos,394,117,30%
547,21/12/2020,Maceió,Leitos Clínicos,155,59,38%
548,21/12/2020,Interior,Leitos Clínicos,239,58,24%
549,Unnamed: 0,Estado,UTI,126,51,40%
550,Unnamed: 0,U intermediária,UTI,31,14,45%
551,Unnamed: 0,Leitos Clínicos,UTI,219,73,33%
552,"5/2020, às",Estado,UTI,155,108,70%
553,"5/2020, às",Maceió,UTI,115,80,70%
554,"5/2020, às",Interior,UTI,40,28,70%
555,"5/2020, às",Estado,U intermediária,31,17,55%
556,"5/2020, às",Maceió,U intermediária,17,14,82%
557,"5/2020, às",Interior,U intermediária,14,3,21%
558,"5/2020, às",Leitos Clínicos,Leitos Clínicos,319,186,58%
559,"5/2020, às",Maceió,Maceió,204,138,68%
560,22/12/2020,Estado,UTI,174,76,44%
561,22/12/2020,Maceió,UTI,100,52,52%
562,22/12/2020,Interior,UTI,74,24,32%
563,22/12/2020,Estado,U intermediária,33,6,18%
564,22/12/2020,Maceió,U intermediária,19,6,32%
565,22/12/2020,Interior,U intermediária,14,0,0%
566,22/12/2020,Estado,Resumo Leitos c/ Respirador,207,82,40%
567,22/12/2020,Maceió,Resumo Leitos c/ Respirador,119,58,49%
568,22/12/2020,Interior,Resumo Leitos c/ Respirador,88,24,27%
569,22/12/2020,Estado,Leitos Clínicos,394,125,32%
570,22/12/2020,Maceió,Leitos Clínicos,155,72,46%
571,22/12/2020,Interior,Leitos Clínicos,239,53,22%
572,28/05/2020,Estado,UTI,206,150,73%
573,28/05/2020,Maceió,UTI,151,104,69%
574,28/05/2020,Interior,UTI,55,46,84%
575,28/05/2020,Estado,U intermediária,31,20,65%
576,28/05/2020,Maceió,U intermediária,17,15,88%
577,28/05/2020,Interior,U intermediária,14,5,36%
578,28/05/2020,Estado,Leitos Clínicos,758,406,54%
579,28/05/2020,Maceió,Leitos Clínicos,533,264,50%
580,28/05/2020,Interior,Leitos Clínicos,225,142,63%
581,12/08/2020,Estado,UTI,281,134,48%
582,12/08/2020,Maceió,UTI,170,76,45%
583,12/08/2020,Interior,UTI,111,58,52%
584,12/08/2020,Estado,U intermediária,51,6,12%
585,12/08/2020,Maceió,U intermediária,37,6,16%
586,12/08/2020,Interior,U intermediária,14,0,0%
587,12/08/2020,Estado,Resumo Leitos c/ Respirador,332,140,42%
588,12/08/2020,Maceió,Resumo Leitos c/ Respirador,207,82,40%
589,12/08/2020,Interior,Resumo Leitos c/ Respirador,125,58,46%
590,12/08/2020,Estado,Leitos Clínicos,994,211,21%
591,12/08/2020,Maceió,Leitos Clínicos,580,101,17%
592,12/08/2020,Interior,Leitos Clínicos,414,110,27%
593,"05/2020, à",Estado,UTI,155,114,74%
594,"05/2020, à",Maceió,UTI,115,84,73%
595,"05/2020, à",Interior,UTI,40,30,75%
596,"05/2020, à",Estado,U intermediária,31,17,55%
597,"05/2020, à",Maceió,U intermediária,17,14,82%
598,"05/2020, à",Interior,U intermediária,14,3,21%
599,"05/2020, à",Leitos Clínicos,Leitos Clínicos,319,184,58%
600,"05/2020, à",Maceió,Maceió,204,133,65%
601,23/12/2020,Estado,UTI,174,80,46%
602,23/12/2020,Maceió,UTI,100,55,55%
603,23/12/2020,Interior,UTI,74,25,34%
604,23/12/2020,Estado,U intermediária,33,7,21%
605,23/12/2020,Maceió,U intermediária,19,6,32%
606,23/12/2020,Interior,U intermediária,14,1,7%
607,23/12/2020,Estado,Resumo Leitos c/ Respirador,207,87,42%
608,23/12/2020,Maceió,Resumo Leitos c/ Respirador,119,61,51%
609,23/12/2020,Interior,Resumo Leitos c/ Respirador,88,26,30%
610,23/12/2020,Estado,Leitos Clínicos,394,130,33%
611,23/12/2020,Maceió,Leitos Clínicos,155,81,52%
612,23/12/2020,Interior,Leitos Clínicos,239,49,21%
613,28/05/2020,Estado,UTI,206,149,72%
614,28/05/2020,Maceió,UTI,151,103,68%
615,28/05/2020,Interior,UTI,55,46,84%
616,28/05/2020,Estado,U intermediária,31,20,65%
617,28/05/2020,Maceió,U intermediária,17,14,82%
618,28/05/2020,Interior,U intermediária,14,6,43%
619,28/05/2020,Estado,Leitos Clínicos,758,435,57%
620,28/05/2020,Maceió,Leitos Clínicos,533,276,52%
621,28/05/2020,Interior,Leitos Clínicos,225,159,71%
622,13/08/2020,Estado,UTI,281,133,47%
623,13/08/2020,Maceió,UTI,170,75,44%
624,13/08/2020,Interior,UTI,111,58,52%
625,13/08/2020,Estado,U intermediária,51,9,18%
626,13/08/2020,Maceió,U intermediária,37,9,24%
627,13/08/2020,Interior,U intermediária,14,0,0%
628,13/08/2020,Estado,Resumo Leitos c/ Respirador,332,142,43%
629,13/08/2020,Maceió,Resumo Leitos c/ Respirador,207,84,41%
630,13/08/2020,Interior,Resumo Leitos c/ Respirador,125,58,46%
631,13/08/2020,Estado,Leitos Clínicos,994,201,20%
632,13/08/2020,Maceió,Leitos Clínicos,580,95,16%
633,13/08/2020,Interior,Leitos Clínicos,414,106,26%
634,11/06/2020,Estado,UTI,219,181,83%
635,11/06/2020,Maceió,UTI,154,124,81%
636,11/06/2020,Interior,UTI,65,57,88%
637,11/06/2020,Estado,U intermediária,31,3,10%
638,11/06/2020,Maceió,U intermediária,17,1,6%
639,11/06/2020,Interior,U intermediária,14,2,14%
640,11/06/2020,Estado,Leitos Clínicos,830,503,61%
641,11/06/2020,Maceió,Leitos Clínicos,580,306,53%
642,11/06/2020,Interior,Leitos Clínicos,250,197,79%
643,01/11/2020,Estado,UTI,171,64,37%
644,01/11/2020,Maceió,UTI,100,33,33%
645,01/11/2020,Interior,UTI,71,31,44%
646,01/11/2020,Estado,U intermediária,51,2,4%
647,01/11/2020,Maceió,U intermediária,37,1,3%
648,01/11/2020,Interior,U intermediária,14,1,7%
649,01/11/2020,Estado,Resumo Leitos c/ Respirador,222,66,30%
650,01/11/2020,Maceió,Resumo Leitos c/ Respirador,137,34,25%
651,01/11/2020,Interior,Resumo Leitos c/ Respirador,85,32,38%
652,01/11/2020,Estado,Leitos Clínicos,552,84,15%
653,01/11/2020,Maceió,Leitos Clínicos,244,38,16%
654,01/11/2020,Interior,Leitos Clínicos,308,46,15%
655,Unnamed: 0,Estado,UTI,126,47,37%
656,Unnamed: 0,U intermediária,UTI,31,7,23%
657,Unnamed: 0,Leitos Clínicos,UTI,219,69,32%
658,"05/2020, à",Estado,UTI,155,120,77%
659,"05/2020, à",Maceió,UTI,115,88,77%
660,"05/2020, à",Interior,UTI,40,32,80%
661,"05/2020, à",Estado,U intermediária,31,8,26%
662,"05/2020, à",Maceió,U intermediária,17,5,29%
663,"05/2020, à",Interior,U intermediária,14,3,21%
664,"05/2020, à",Leitos Clínicos,Leitos Clínicos,319,191,60%
665,"05/2020, à",Maceió,Maceió,204,135,66%
666,2/11/2020,Estado,UTI,171,60,35%
667,2/11/2020,Maceió,UTI,100,30,30%
668,2/11/2020,Interior,UTI,71,30,42%
669,2/11/2020,Estado,U intermediária,51,2,4%
670,2/11/2020,Maceió,U intermediária,37,2,5%
671,2/11/2020,Interior,U intermediária,14,0,0%
672,2/11/2020,Estado,Resumo Leitos c/ Respirador,222,62,28%
673,2/11/2020,Maceió,Resumo Leitos c/ Respirador,137,32,23%
674,2/11/2020,Interior,Resumo Leitos c/ Respirador,85,30,35%
675,2/11/2020,Estado,Leitos Clínicos,552,88,16%
676,2/11/2020,Maceió,Leitos Clínicos,244,38,16%
677,2/11/2020,Interior,Leitos Clínicos,308,50,16%
678,Unnamed: 0,Estado,UTI,126,48,38%
679,Unnamed: 0,U intermediária,UTI,31,9,29%
680,Unnamed: 0,Leitos Clínicos,UTI,219,85,39%
681,29/07/2020,Estado,UTI,281,154,55%
682,29/07/2020,Maceió,UTI,170,95,56%
683,29/07/2020,Interior,UTI,111,59,53%
684,29/07/2020,Estado,U intermediária,51,9,18%
685,29/07/2020,Maceió,U intermediária,37,7,19%
686,29/07/2020,Interior,U intermediária,14,2,14%
687,29/07/2020,Estado,Resumo Leitos c/ Respirador,332,163,49%
688,29/07/2020,Maceió,Resumo Leitos c/ Respirador,207,102,49%
689,29/07/2020,Interior,Resumo Leitos c/ Respirador,125,61,49%
690,29/07/2020,Estado,Leitos Clínicos,994,283,28%
691,29/07/2020,Maceió,Leitos Clínicos,580,133,23%
692,29/07/2020,Interior,Leitos Clínicos,414,150,36%
693,12/06/2020,Estado,UTI,219,185,84%
694,12/06/2020,Maceió,UTI,154,131,85%
695,12/06/2020,Interior,UTI,65,54,83%
696,12/06/2020,Estado,U intermediária,31,6,19%
697,12/06/2020,Maceió,U intermediária,17,2,12%
698,12/06/2020,Interior,U intermediária,14,4,29%
699,12/06/2020,Estado,Leitos Clínicos,835,465,56%
700,12/06/2020,Maceió,Leitos Clínicos,580,294,51%
701,12/06/2020,Interior,Leitos Clínicos,255,171,67%
702,3/11/2020,Estado,UTI,171,61,36%
703,3/11/2020,Maceió,UTI,100,34,34%
704,3/11/2020,Interior,UTI,71,27,38%
705,3/11/2020,Estado,U intermediária,51,1,2%
706,3/11/2020,Maceió,U intermediária,37,1,3%
707,3/11/2020,Interior,U intermediária,14,0,0%
708,3/11/2020,Estado,Resumo Leitos c/ Respirador,222,62,28%
709,3/11/2020,Maceió,Resumo Leitos c/ Respirador,137,35,26%
710,3/11/2020,Interior,Resumo Leitos c/ Respirador,85,27,32%
711,3/11/2020,Estado,Leitos Clínicos,552,81,15%
712,3/11/2020,Maceió,Leitos Clínicos,244,34,14%
713,3/11/2020,Interior,Leitos Clínicos,308,47,15%
714,30/07/2020,Estado,UTI,281,157,56%
715,30/07/2020,Maceió,UTI,170,98,58%
716,30/07/2020,Interior,UTI,111,59,53%
717,30/07/2020,Estado,U intermediária,51,9,18%
718,30/07/2020,Maceió,U intermediária,37,8,22%
719,30/07/2020,Interior,U intermediária,14,1,7%
720,30/07/2020,Estado,Resumo Leitos c/ Respirador,332,166,50%
721,30/07/2020,Maceió,Resumo Leitos c/ Respirador,207,106,51%
722,30/07/2020,Interior,Resumo Leitos c/ Respirador,125,60,48%
723,30/07/2020,Estado,Leitos Clínicos,994,267,27%
724,30/07/2020,Maceió,Leitos Clínicos,580,126,22%
725,30/07/2020,Interior,Leitos Clínicos,414,141,34%
726,29/05/2020,Estado,UTI,206,147,71%
727,29/05/2020,Maceió,UTI,151,101,67%
728,29/05/2020,Interior,UTI,55,46,84%
729,29/05/2020,Estado,U intermediária,31,20,65%
730,29/05/2020,Maceió,U intermediária,17,14,82%
731,29/05/2020,Interior,U intermediária,14,6,43%
732,29/05/2020,Estado,Leitos Clínicos,758,416,55%
733,29/05/2020,Maceió,Leitos Clínicos,533,272,51%
734,29/05/2020,Interior,Leitos Clínicos,225,144,64%
735,"05/2020, à",Estado,UTI,155,111,72%
736,"05/2020, à",Maceió,UTI,115,80,70%
737,"05/2020, à",Interior,UTI,40,31,78%
738,"05/2020, à",Estado,U intermediária,31,14,45%
739,"05/2020, à",Maceió,U intermediária,17,13,76%
740,"05/2020, à",Interior,U intermediária,14,1,7%
741,"05/2020, à",Leitos Clínicos,Leitos Clínicos,319,177,55%
742,"05/2020, à",Maceió,Maceió,204,122,60%
743,04/11/2020,Estado,UTI,171,57,33%
744,04/11/2020,Maceió,UTI,100,30,30%
745,04/11/2020,Interior,UTI,71,27,38%
746,04/11/2020,Estado,U intermediária,51,3,6%
747,04/11/2020,Maceió,U intermediária,37,2,5%
748,04/11/2020,Interior,U intermediária,14,1,7%
749,04/11/2020,Estado,Resumo Leitos c/ Respirador,222,60,27%
750,04/11/2020,Maceió,Resumo Leitos c/ Respirador,137,32,23%
751,04/11/2020,Interior,Resumo Leitos c/ Respirador,85,28,33%
752,04/11/2020,Estado,Leitos Clínicos,552,81,15%
753,04/11/2020,Maceió,Leitos Clínicos,244,33,14%
754,04/11/2020,Interior,Leitos Clínicos,308,48,16%
755,31/07/2020,Estado,UTI,281,150,53%
756,31/07/2020,Maceió,UTI,170,93,55%
757,31/07/2020,Interior,UTI,111,57,51%
758,31/07/2020,Estado,U intermediária,51,12,24%
759,31/07/2020,Maceió,U intermediária,37,8,22%
760,31/07/2020,Interior,U intermediária,14,4,29%
761,31/07/2020,Estado,Resumo Leitos c/ Respirador,332,162,49%
762,31/07/2020,Maceió,Resumo Leitos c/ Respirador,207,101,49%
763,31/07/2020,Interior,Resumo Leitos c/ Respirador,125,61,49%
764,31/07/2020,Estado,Leitos Clínicos,994,258,26%
765,31/07/2020,Maceió,Leitos Clínicos,580,117,20%
766,31/07/2020,Interior,Leitos Clínicos,414,141,34%
767,29/05/2020,Estado,UTI,206,152,74%
768,29/05/2020,Maceió,UTI,151,108,72%
769,29/05/2020,Interior,UTI,55,44,80%
770,29/05/2020,Estado,U intermediária,31,17,55%
771,29/05/2020,Maceió,U intermediária,17,13,76%
772,29/05/2020,Interior,U intermediária,14,4,29%
773,29/05/2020,Estado,Leitos Clínicos,758,418,55%
774,29/05/2020,Maceió,Leitos Clínicos,533,264,50%
775,29/05/2020,Interior,Leitos Clínicos,225,154,68%
776,"05/2020, à",Estado,UTI,155,111,72%
777,"05/2020, à",Maceió,UTI,115,81,70%
778,"05/2020, à",Interior,UTI,40,30,75%
779,"05/2020, à",Estado,U intermediária,31,13,42%
780,"05/2020, à",Maceió,U intermediária,17,11,65%
781,"05/2020, à",Interior,U intermediária,14,2,14%
782,"05/2020, à",Leitos Clínicos,Leitos Clínicos,319,182,57%
783,"05/2020, à",Maceió,Maceió,204,120,59%
784,05/11/2020,Estado,UTI,171,52,30%
785,05/11/2020,Maceió,UTI,100,28,28%
786,05/11/2020,Interior,UTI,71,24,34%
787,05/11/2020,Estado,U intermediária,51,2,4%
788,05/11/2020,Maceió,U intermediária,37,2,5%
789,05/11/2020,Interior,U intermediária,14,0,0%
790,05/11/2020,Estado,Resumo Leitos c/ Respirador,222,54,24%
791,05/11/2020,Maceió,Resumo Leitos c/ Respirador,137,30,22%
792,05/11/2020,Interior,Resumo Leitos c/ Respirador,85,24,28%
793,05/11/2020,Estado,Leitos Clínicos,552,78,14%
794,05/11/2020,Maceió,Leitos Clínicos,244,31,13%
795,05/11/2020,Interior,Leitos Clínicos,308,47,15%
796,08/09/2020,Estado,UTI,281,92,33%
797,08/09/2020,Maceió,UTI,170,45,26%
798,08/09/2020,Interior,UTI,111,47,42%
799,08/09/2020,Estado,U intermediária,51,3,6%
800,08/09/2020,Maceió,U intermediária,37,2,5%
801,08/09/2020,Interior,U intermediária,14,1,7%
802,08/09/2020,Estado,Resumo Leitos c/ Respirador,332,95,29%
803,08/09/2020,Maceió,Resumo Leitos c/ Respirador,207,47,23%
804,08/09/2020,Interior,Resumo Leitos c/ Respirador,125,48,38%
805,08/09/2020,Estado,Leitos Clínicos,994,135,14%
806,08/09/2020,Maceió,Leitos Clínicos,580,53,9%
807,08/09/2020,Interior,Leitos Clínicos,414,82,20%
808,Unnamed: 0,Estado,UTI,130,48,37%
809,Unnamed: 0,U intermediária,UTI,31,9,29%
810,Unnamed: 0,Leitos Clínicos,UTI,219,88,40%
811,06/11/2020,Estado,UTI,171,63,37%
812,06/11/2020,Maceió,UTI,100,29,29%
813,06/11/2020,Interior,UTI,71,34,48%
814,06/11/2020,Estado,U intermediária,51,1,2%
815,06/11/2020,Maceió,U intermediária,37,1,3%
816,06/11/2020,Interior,U intermediária,14,0,0%
817,06/11/2020,Estado,Resumo Leitos c/ Respirador,222,64,29%
818,06/11/2020,Maceió,Resumo Leitos c/ Respirador,137,30,22%
819,06/11/2020,Interior,Resumo Leitos c/ Respirador,85,34,40%
820,06/11/2020,Estado,Leitos Clínicos,552,80,14%
821,06/11/2020,Maceió,Leitos Clínicos,244,31,13%
822,06/11/2020,Interior,Leitos Clínicos,308,49,16%
823,13/06/2020,Estado,UTI,219,188,86%
824,13/06/2020,Maceió,UTI,154,131,85%
825,13/06/2020,Interior,UTI,65,57,88%
826,13/06/2020,Estado,U intermediária,31,5,16%
827,13/06/2020,Maceió,U intermediária,17,3,18%
828,13/06/2020,Interior,U intermediária,14,2,14%
829,13/06/2020,Estado,Leitos Clínicos,835,471,56%
830,13/06/2020,Maceió,Leitos Clínicos,580,314,54%
831,13/06/2020,Interior,Leitos Clínicos,255,157,62%
832,0/09/2020,Estado,UTI,281,105,37%
833,0/09/2020,Maceió,UTI,170,53,31%
834,0/09/2020,Interior,UTI,111,52,47%
835,0/09/2020,Estado,U intermediária,51,5,10%
836,0/09/2020,Maceió,U intermediária,37,3,8%
837,0/09/2020,Interior,U intermediária,14,2,14%
838,0/09/2020,Estado,Resumo Leitos c/ Respirador,332,110,33%
839,0/09/2020,Maceió,Resumo Leitos c/ Respirador,207,56,27%
840,0/09/2020,Interior,Resumo Leitos c/ Respirador,125,54,43%
841,0/09/2020,Estado,Leitos Clínicos,994,120,12%
842,0/09/2020,Maceió,Leitos Clínicos,580,51,9%
843,0/09/2020,Interior,Leitos Clínicos,414,69,17%
844,7/11/2020,Estado,UTI,171,59,35%
845,7/11/2020,Maceió,UTI,100,26,26%
846,7/11/2020,Interior,UTI,71,33,46%
847,7/11/2020,Estado,U intermediária,51,3,6%
848,7/11/2020,Maceió,U intermediária,37,3,8%
849,7/11/2020,Interior,U intermediária,14,0,0%
850,7/11/2020,Estado,Resumo Leitos c/ Respirador,222,62,28%
851,7/11/2020,Maceió,Resumo Leitos c/ Respirador,137,29,21%
852,7/11/2020,Interior,Resumo Leitos c/ Respirador,85,33,39%
853,7/11/2020,Estado,Leitos Clínicos,552,92,17%
854,7/11/2020,Maceió,Leitos Clínicos,244,44,18%
855,7/11/2020,Interior,Leitos Clínicos,308,48,16%
856,"05/2020, à",Estado,UTI,155,118,76%
857,"05/2020, à",Maceió,UTI,115,88,77%
858,"05/2020, à",Interior,UTI,40,30,75%
859,"05/2020, à",Estado,U intermediária,31,13,42%
860,"05/2020, à",Maceió,U intermediária,17,10,59%
861,"05/2020, à",Interior,U intermediária,14,3,21%
862,"05/2020, à",Leitos Clínicos,Leitos Clínicos,319,195,61%
863,"05/2020, à",Maceió,Maceió,204,129,63%
864,Unnamed: 0,Estado,UTI,130,47,36%
865,Unnamed: 0,U intermediária,UTI,31,12,39%
866,Unnamed: 0,Leitos Clínicos,UTI,219,108,49%
867,8/11/2020,Estado,UTI,171,59,35%
868,8/11/2020,Maceió,UTI,100,27,27%
869,8/11/2020,Interior,UTI,71,32,45%
870,8/11/2020,Estado,U intermediária,51,2,4%
871,8/11/2020,Maceió,U intermediária,37,2,5%
872,8/11/2020,Interior,U intermediária,14,0,0%
873,8/11/2020,Estado,Resumo Leitos c/ Respirador,222,61,27%
874,8/11/2020,Maceió,Resumo Leitos c/ Respirador,137,29,21%
875,8/11/2020,Interior,Resumo Leitos c/ Respirador,85,32,38%
876,8/11/2020,Estado,Leitos Clínicos,552,92,17%
877,8/11/2020,Maceió,Leitos Clínicos,244,44,18%
878,8/11/2020,Interior,Leitos Clínicos,308,48,16%
879,"05/2020, à",Estado,UTI,165,114,69%
880,"05/2020, à",Maceió,UTI,115,85,74%
881,"05/2020, à",Interior,UTI,50,29,58%
882,"05/2020, à",Estado,U intermediária,31,12,39%
883,"05/2020, à",Maceió,U intermediária,17,12,71%
884,"05/2020, à",Interior,U intermediária,14,0,0%
885,"05/2020, à",Leitos Clínicos,Leitos Clínicos,337,207,61%
886,"05/2020, à",Maceió,Maceió,204,141,69%
887,30/05/2020,Estado,UTI,206,143,69%
888,30/05/2020,Maceió,UTI,151,105,70%
889,30/05/2020,Interior,UTI,55,38,69%
890,30/05/2020,Estado,U intermediária,31,17,55%
891,30/05/2020,Maceió,U intermediária,17,13,76%
892,30/05/2020,Interior,U intermediária,14,4,29%
893,30/05/2020,Estado,Leitos Clínicos,758,415,55%
894,30/05/2020,Maceió,Leitos Clínicos,533,270,51%
895,30/05/2020,Interior,Leitos Clínicos,225,145,64%
896,09/11/2020,Estado,UTI,171,56,33%
897,09/11/2020,Maceió,UTI,100,27,27%
898,09/11/2020,Interior,UTI,71,29,41%
899,09/11/2020,Estado,U intermediária,51,1,2%
900,09/11/2020,Maceió,U intermediária,37,1,3%
901,09/11/2020,Interior,U intermediária,14,0,0%
902,09/11/2020,Estado,Resumo Leitos c/ Respirador,222,57,26%
903,09/11/2020,Maceió,Resumo Leitos c/ Respirador,137,28,20%
904,09/11/2020,Interior,Resumo Leitos c/ Respirador,85,29,34%
905,09/11/2020,Estado,Leitos Clínicos,552,83,15%
906,09/11/2020,Maceió,Leitos Clínicos,244,39,16%
907,09/11/2020,Interior,Leitos Clínicos,308,44,14%
908,01/10/2020,Estado,UTI,286,84,29%
909,01/10/2020,Maceió,UTI,170,47,28%
910,01/10/2020,Interior,UTI,116,37,32%
911,01/10/2020,Estado,U intermediária,51,3,6%
912,01/10/2020,Maceió,U intermediária,37,2,5%
913,01/10/2020,Interior,U intermediária,14,1,7%
914,01/10/2020,Estado,Resumo Leitos c/ Respirador,337,87,26%
915,01/10/2020,Maceió,Resumo Leitos c/ Respirador,207,49,24%
916,01/10/2020,Interior,Resumo Leitos c/ Respirador,130,38,29%
917,01/10/2020,Estado,Leitos Clínicos,994,114,11%
918,01/10/2020,Maceió,Leitos Clínicos,580,40,7%
919,01/10/2020,Interior,Leitos Clínicos,414,74,18%
920,14/06/2020,Estado,UTI,219,182,83%
921,14/06/2020,Maceió,UTI,154,127,82%
922,14/06/2020,Interior,UTI,65,55,85%
923,14/06/2020,Estado,U intermediária,31,4,13%
924,14/06/2020,Maceió,U intermediária,17,3,18%
925,14/06/2020,Interior,U intermediária,14,1,7%
926,14/06/2020,Estado,Leitos Clínicos,835,458,55%
927,14/06/2020,Maceió,Leitos Clínicos,580,305,53%
928,14/06/2020,Interior,Leitos Clínicos,255,153,60%
929,31/05/2020,Estado,UTI,206,154,75%
930,31/05/2020,Maceió,UTI,151,113,75%
931,31/05/2020,Interior,UTI,55,41,75%
932,31/05/2020,Estado,U intermediária,31,10,32%
933,31/05/2020,Maceió,U intermediária,17,7,41%
934,31/05/2020,Interior,U intermediária,14,3,21%
935,31/05/2020,Estado,Leitos Clínicos,766,437,57%
936,31/05/2020,Maceió,Leitos Clínicos,541,284,52%
937,31/05/2020,Interior,Leitos Clínicos,225,153,68%
938,10/11/2020,Estado,UTI,171,60,35%
939,10/11/2020,Maceió,UTI,100,30,30%
940,10/11/2020,Interior,UTI,71,30,42%
941,10/11/2020,Estado,U intermediária,51,4,8%
942,10/11/2020,Maceió,U intermediária,37,2,5%
